457	284	3	882394010
894	137	5	880416340
280	69	4	891700242
266	319	2	892256765
533	12	4	879438543
158	694	5	880133209
90	194	5	891383424
451	302	3	879012647
660	21	3	891198671
332	284	5	887938245
936	1009	4	886833231
59	1101	5	888205265
405	521	4	885544698
225	604	5	879540778
350	616	4	882346383
488	605	3	891294785
308	178	4	887737719
228	137	1	889388662
326	612	2	879875083
243	246	4	879987085
60	207	3	883327342
715	399	2	875963418
256	595	4	882164037
708	181	5	877325279
224	333	3	888081976
479	688	1	887064434
308	581	4	887740500
7	228	4	891350845
592	93	4	882608061
854	14	4	882812225
329	331	3	891656639
56	173	4	892737191
186	79	5	879023460
239	514	1	889178562
896	1	4	887158579
807	82	4	892529278
840	495	3	891209322
592	1025	1	882607745
181	408	1	878962550
138	484	4	879024127
425	1416	3	878738695
69	886	4	882027284
313	322	3	891014313
566	207	5	881650502
44	636	4	878348969
533	1174	3	882821669
303	815	3	879485532
56	265	4	892676314
534	591	5	877807845
407	423	4	876340001
479	203	3	879460893
458	199	4	886396140
574	289	4	891279285
346	455	3	874948889
385	153	4	879442028
234	488	4	892078386
643	716	3	891449507
782	1620	3	891499440
774	197	1	888556746
64	284	4	889740056
875	478	4	876465025
905	345	4	884983089
298	210	5	884182891
64	475	5	889738993
326	514	3	879875612
269	502	3	891449842
394	186	5	880887322
434	369	4	886724972
870	945	4	879714039
537	646	2	886030552
481	144	4	885828732
128	58	3	879968008
601	148	3	876348140
217	300	4	889069555
254	379	1	886474650
64	384	2	889740367
7	379	4	891353325
666	179	5	880139323
435	1103	4	884131627
211	528	4	879459803
744	188	3	881170528
102	49	2	892992129
270	324	2	876954733
325	50	5	891478140
471	94	5	889828081
295	168	5	879517467
919	240	3	875289611
213	405	3	878870904
312	498	5	891699568
381	15	2	892697358
393	930	3	889731593
519	333	3	883248089
497	225	3	879363510
255	300	3	883215358
255	441	2	883216544
544	294	2	884795581
130	815	3	874953866
405	357	5	885544974
128	942	5	879968742
748	97	4	879454848
22	996	1	878887158
409	178	5	881107817
303	368	1	879544340
724	328	4	883757727
884	1009	2	876859024
468	943	3	875287721
416	1139	3	886318768
842	269	5	891217834
68	125	1	876974096
559	167	3	891035840
499	318	5	885599286
164	276	3	889401771
884	86	3	876859208
551	153	3	892777310
283	175	4	879298270
463	21	1	890453075
348	313	5	886522495
405	1053	5	885545456
353	301	3	891401992
653	441	3	890181186
54	411	5	880936296
216	367	3	881428365
28	100	5	881957425
532	501	5	889235367
336	393	3	877756618
407	88	3	876340144
696	1176	4	886403631
930	288	1	879534001
749	204	4	878847576
307	210	2	877123746
405	695	1	885546287
305	1074	2	886324330
518	280	4	876824218
158	277	4	880132658
943	485	5	888639523
21	473	3	874951245
356	313	5	891405651
151	735	5	879528438
373	472	3	877111951
13	531	3	882140104
774	100	1	888558731
940	9	3	885921687
224	321	2	888082134
121	83	4	891388210
606	241	3	880926246
766	182	4	891309053
847	735	4	878940890
671	356	3	883949781
521	87	3	884478314
840	300	3	891204056
506	2	4	874874850
548	642	4	891044538
504	396	2	887911369
455	53	1	879112415
250	144	4	878092059
493	250	4	884130387
385	152	3	879445856
878	923	3	880866687
506	489	4	874876651
465	408	5	883530391
625	166	3	891960843
660	1181	1	891200594
478	392	2	889398571
230	196	5	880484755
374	239	4	880396622
450	65	3	882376885
624	286	5	879791792
425	976	1	878738992
698	357	4	886366454
395	318	4	883764004
493	687	1	884130055
312	530	5	891698921
48	519	3	879434689
329	879	2	891655515
654	845	4	887863613
682	351	4	888518468
44	106	2	878347076
267	294	3	878970155
567	134	5	882425873
54	546	3	880937583
456	427	4	881372779
881	515	4	876535967
666	959	4	880139149
881	31	5	876537577
321	942	3	879440954
697	252	1	882621940
383	513	5	891193016
151	10	5	879524921
642	420	4	885606581
21	983	2	874951416
178	28	5	882826806
308	1147	4	887738387
828	70	3	893186210
393	1074	3	889730296
671	568	5	884035686
655	82	2	887429559
203	1	3	880434384
583	265	4	879384522
655	1198	3	888984538
716	515	5	879793293
181	825	1	878963304
732	269	5	882589593
312	526	5	891698334
269	268	5	891446132
796	1036	4	893219522
429	52	4	882387074
313	258	3	891012852
327	428	4	887819021
193	38	3	889126055
570	327	4	881262795
65	70	1	879216529
9	276	4	886959423
99	98	5	885679596
130	407	2	876251388
234	192	3	892078984
250	751	2	883262694
234	523	4	892334141
477	36	4	875941224
423	304	4	891394632
429	1012	3	882385963
194	90	3	879552841
642	133	5	886206274
332	258	5	887916151
533	291	3	882902727
643	121	4	891445741
634	122	3	877017975
397	522	5	885349476
11	652	4	891905003
128	50	4	879967268
764	237	4	876243440
711	483	5	879992739
134	879	4	891732393
532	562	5	892859148
346	515	5	874948890
655	520	3	887523427
881	849	2	876539051
76	1156	3	879576233
146	286	3	891457493
344	684	3	884901249
270	234	5	876955976
847	238	2	878939975
709	959	4	879846169
629	238	5	880117285
919	20	1	875289499
457	114	5	882396868
776	282	3	892313246
286	737	4	877532419
334	328	3	891544311
575	181	2	878148295
222	396	1	878183381
222	96	5	878181739
63	302	3	875746809
943	79	5	888639019
188	64	5	875071891
18	58	4	880130613
907	1051	5	880159530
848	638	5	887038073
94	159	3	891723081
457	31	4	882397543
197	177	5	891409935
665	239	3	884293475
214	269	3	891542735
448	312	1	891888653
590	6	5	879439145
453	508	4	877552612
747	615	5	888640348
387	655	3	886480352
495	472	5	888635144
269	255	1	891446703
153	357	5	881371059
344	39	3	884901290
648	69	1	884628564
210	187	5	887736017
897	79	5	879994113
934	100	4	891189511
207	22	3	875509262
711	1285	3	879995238
751	472	2	889299043
711	241	4	879994536
788	289	4	880867565
6	340	2	883268278
666	25	3	880313559
334	9	4	891544707
336	1	3	877759342
767	1	5	891462829
734	283	5	891023066
456	1604	4	881372849
498	176	2	881956498
373	409	2	877107235
64	101	2	889740225
429	284	3	882386424
194	1044	2	879524579
626	923	5	887772922
896	1231	1	887160880
394	28	4	880886821
757	230	4	888466614
474	186	4	887925977
711	496	5	879993073
759	323	4	875227724
542	393	3	886533142
814	635	2	885411749
29	286	5	882820663
194	67	1	879549793
640	302	5	888025971
145	665	5	877343212
59	99	4	888205033
398	480	5	875658794
301	193	3	882075994
429	448	3	882386006
493	175	4	884131933
699	597	3	884152570
524	651	4	884634578
14	302	5	890880970
693	977	3	875483597
864	466	4	888887794
487	747	4	883531466
92	758	1	875644796
676	245	4	892685592
193	258	3	889123038
489	875	2	891449465
448	271	4	891888509
223	1014	4	891549975
639	958	4	891241052
474	72	3	887927457
807	358	3	892527606
253	588	5	891628416
234	208	4	892318002
410	873	4	888627138
484	566	4	891195416
186	53	1	879023882
493	260	1	884129979
374	1042	5	880937920
298	527	5	884182725
805	240	3	881705350
619	302	4	885953600
94	50	5	891720996
488	485	3	891294298
185	258	4	883526267
427	680	5	879701326
323	222	3	878739251
234	500	3	892078890
200	1034	3	891825521
521	248	3	884476110
104	1010	1	888465554
22	2	2	878887925
334	421	4	891547307
291	9	5	874805804
116	582	3	876453626
758	345	5	883806413
378	597	3	880044763
274	591	4	878945466
853	294	2	879365035
379	527	3	880524860
13	807	1	886304229
313	527	4	891013525
308	659	3	887736532
868	219	2	877107817
921	369	1	879380328
456	46	3	881374613
776	191	5	891628837
49	741	4	888068079
293	302	4	888904092
883	707	3	891693139
95	554	3	879196748
640	342	5	886353780
634	460	3	875729710
256	597	4	882152509
774	453	2	888557804
882	132	5	879864970
332	122	5	887938886
308	367	4	887738571
938	15	2	891356615
307	588	4	877118284
42	684	4	881108093
487	202	5	883445943
642	969	2	885603662
106	495	4	881451016
653	696	1	880152989
504	199	4	887912236
437	292	5	880139631
181	305	2	878961542
676	222	4	892686273
828	1672	2	891037722
921	230	3	879381051
655	1632	3	888685759
831	323	2	891354275
896	631	2	887159464
291	582	4	875087720
798	384	2	875915279
223	591	3	891549627
405	566	1	885547953
643	663	4	891447747
7	496	5	891351083
836	302	5	885753506
682	280	3	888517740
262	609	3	879793736
389	395	2	880089133
268	363	1	875744228
332	975	3	887938631
788	518	3	880869754
119	299	4	890626446
625	4	4	892000372
280	542	3	891702199
774	105	1	888558946
927	99	2	879195472
197	1222	3	891410082
836	185	5	885754118
773	210	2	888539398
922	22	5	891450586
851	754	2	891961831
210	684	3	887737171
636	118	5	891449305
178	228	5	882826556
896	190	5	887159530
60	736	5	883327923
334	244	3	891545044
495	71	5	888634111
454	279	4	881960330
389	136	4	880087671
95	1229	2	879198800
880	595	1	880243541
639	1101	3	891239177
1	89	5	875072484
312	195	5	891698254
664	425	3	876524937
405	68	1	885547996
62	451	3	879375716
233	527	5	877665324
13	604	5	882139966
639	707	5	891239492
21	453	2	874951797
586	127	4	884057313
122	190	4	879270424
654	215	4	887864587
749	148	3	878850212
715	235	2	875962140
44	55	4	878347455
101	118	3	877136424
619	550	5	885954134
783	887	5	884326620
543	79	4	877545356
278	269	5	891294959
804	108	3	879443819
336	546	3	877760310
846	33	5	883948571
144	785	4	888106016
100	1234	1	891375068
916	1682	3	880845755
436	747	5	887770640
918	630	3	891988672
109	735	5	880577989
804	250	4	879441000
719	23	3	888897264
264	524	3	886123596
360	15	3	880354436
655	1407	2	887491131
295	56	4	879517348
490	410	4	875428570
543	89	4	877545605
889	169	5	880177906
562	514	1	879195848
186	118	2	879023242
833	761	2	879818719
648	578	4	884882987
200	118	4	876042299
933	710	2	874938309
268	328	1	876513643
363	184	3	891494725
372	1090	5	876869878
253	64	5	891628252
289	7	4	876789628
788	568	3	880869862
198	526	4	884208273
498	1007	3	881954219
472	95	3	875980209
123	288	3	879809053
764	633	5	876244991
318	318	5	884496218
654	147	3	887863488
102	127	2	888801316
621	584	5	874965094
290	180	1	880474913
13	829	3	882398385
326	609	3	879875930
454	642	2	888267419
669	355	2	891182792
387	496	3	886480515
545	384	3	879900863
405	794	5	885549309
253	156	3	891628614
846	73	4	883949728
235	684	4	889655162
634	273	3	875729069
94	55	4	885873653
705	174	5	883427640
342	293	4	874984619
429	603	4	882384847
311	96	5	884365653
864	1412	1	888892461
393	805	2	889555410
385	429	4	879442028
634	147	2	875729749
938	1061	4	891357085
178	506	3	882827084
851	353	3	890862878
186	595	3	879023390
737	174	2	884314740
719	64	5	879360442
267	597	3	878970805
416	1133	4	893142244
711	542	1	879995754
451	286	1	879012343
128	209	4	879968332
429	527	5	882387757
456	763	4	881372015
622	934	2	882591726
758	1142	5	880672766
551	1207	1	892785300
83	795	3	880309214
655	268	3	887474077
97	193	4	884238997
883	603	4	891755017
682	205	3	888518164
435	675	3	884132873
825	932	3	880756862
587	339	3	892871284
831	245	2	891354226
892	478	5	886608616
796	159	3	893194685
381	50	5	892696252
889	483	4	880178183
734	274	4	891025943
645	61	5	892054508
339	961	3	891034778
749	468	3	878848333
429	321	3	882384438
276	276	4	874786605
710	357	4	882063649
327	33	3	887820341
929	1	3	878402162
329	258	3	891656639
567	179	5	882426135
18	165	4	880129527
780	208	3	891364125
152	33	5	882475924
6	81	4	883602283
236	176	2	890115933
671	237	5	884037003
267	92	4	878971514
608	98	5	880403855
177	129	3	880130653
42	72	3	881108229
405	1112	2	885546530
639	615	5	891240160
144	1226	4	888104737
608	207	5	880404975
537	527	4	886031860
345	143	5	884992940
588	165	2	890015649
815	190	5	878693381
151	152	3	879525075
836	210	4	885754058
207	134	4	875991160
569	979	3	879793948
864	52	4	888888861
319	313	5	889816026
899	79	5	884122278
533	931	2	879366160
327	121	2	887822530
85	216	3	879454500
457	172	5	882553113
217	210	4	889069709
293	1119	1	888906655
542	42	3	886532726
539	204	4	879788045
274	478	5	878946577
406	404	5	884630554
118	185	5	875384979
933	665	1	874938878
256	282	3	882151017
896	720	1	887235026
83	597	2	891182270
305	192	2	886323275
72	357	4	880036550
864	265	5	888886946
715	405	3	875962374
762	421	4	878719594
577	465	4	880474851
253	175	2	891628884
405	1246	1	885547735
537	603	4	886030622
644	291	4	889076949
90	220	4	891385165
388	117	5	886436756
265	409	3	875320462
605	124	3	879365748
405	727	1	885546247
469	490	5	879524485
886	1095	2	876033897
235	1134	4	889655723
504	179	1	887839165
103	204	3	880423118
318	257	5	884471030
445	1097	1	891199682
542	132	3	886532620
313	516	4	891028829
394	282	3	880888096
607	56	5	883880155
270	283	5	876954456
608	294	3	880402450
425	678	1	878737593
99	172	5	885679952
1	241	4	878543133
96	89	5	884402896
1	208	5	878542960
128	427	5	879966685
99	331	3	885678247
885	225	3	885716242
790	391	2	885158299
488	50	4	891293974
537	1111	3	886031506
754	1197	3	879451841
416	148	5	893212730
763	164	4	878917850
496	559	5	876068153
690	153	5	881177485
405	227	1	885548049
492	479	3	879969583
916	249	3	880843579
116	1244	2	876453191
26	271	3	891348070
92	7	4	876175754
322	179	5	887314416
883	60	5	891693012
172	178	3	875538027
932	516	5	891249877
561	345	4	885806823
470	118	4	879178645
472	51	5	875981708
870	276	4	889717102
811	315	4	886377579
437	443	4	880142851
268	222	4	875742275
10	483	5	877889333
293	143	4	888906428
49	557	3	888066394
167	513	4	892738385
10	1	4	877888877
432	151	4	889415895
782	1191	3	891498558
313	523	5	891014401
545	684	4	879899380
117	1057	2	881010401
60	393	4	883327754
880	363	4	880167200
454	385	3	888266810
99	845	3	885679183
286	1075	5	877532385
654	1115	3	887863779
308	298	5	887741383
267	209	5	878971745
223	1051	3	891549945
256	684	5	882164480
427	245	5	879701326
385	1022	3	883791570
201	242	4	884110598
916	157	4	880845011
534	235	4	877807973
886	273	2	876032274
461	294	3	885355805
178	187	4	882826049
497	101	4	879310070
263	269	4	891296842
308	430	4	887738717
96	56	5	884403336
560	197	4	879975613
432	248	4	889416352
593	280	3	875660194
293	445	4	888906315
423	344	4	891394558
551	924	5	892783451
218	466	4	881288234
339	286	5	891032349
468	1014	3	875280539
624	288	4	879791922
6	165	5	883600747
181	991	1	878961814
805	928	3	881695930
51	83	5	883498937
618	531	4	891309886
135	642	4	879857868
627	23	4	879529986
119	825	3	874780860
276	9	5	889174849
119	117	5	874775535
639	162	3	891239380
467	1	4	879532459
7	661	5	891351624
244	216	4	880605869
233	91	3	876812281
528	250	3	886812886
137	257	5	881433048
588	1240	5	890025864
460	127	4	882912150
871	97	3	888193541
507	345	5	889964202
94	125	1	891721851
387	1187	4	886480623
655	708	3	887427307
647	631	4	876532425
798	1003	3	875639478
724	879	1	883757259
590	1017	4	879439196
92	229	3	875656201
588	117	4	890027062
555	410	4	879962769
731	496	5	886179040
244	629	4	880606442
865	189	4	880235059
642	679	2	885606986
324	275	4	880575531
532	1189	5	892521554
524	29	3	884637173
181	1051	2	878962586
848	481	3	887038527
263	416	5	891299697
699	277	3	878882319
271	423	4	885848802
263	100	5	891298453
655	118	2	887426666
450	386	4	882397049
65	736	4	879216949
181	1353	1	878962200
59	644	4	888205033
90	837	5	891384476
157	258	3	886890296
533	77	4	879191713
104	713	3	888465491
416	195	5	893214128
313	748	3	891012934
23	134	4	874786098
716	194	5	879795576
493	98	4	884131460
655	381	3	887474656
136	1142	4	882693569
328	739	3	885048611
562	1126	4	879196045
82	1033	1	884714560
929	284	2	878402162
343	747	4	876407174
427	334	5	879701326
10	604	4	877892110
178	38	3	882827574
554	95	4	876550526
456	559	3	881373574
627	47	2	879530346
854	176	3	882813877
823	1067	4	878438511
432	117	4	889415853
59	273	2	888203129
394	98	5	880887088
187	433	4	879465242
682	148	3	888520923
553	1021	2	879949153
227	116	4	879035347
653	181	4	878854145
44	448	2	878348547
454	182	3	888266685
239	221	5	889180447
381	480	5	892696019
49	559	2	888067405
405	212	1	885546445
13	232	3	890704999
480	174	5	891208356
860	333	3	876074177
145	684	5	875273174
622	159	3	882670309
605	294	4	879365219
312	1203	5	891699599
707	286	5	879438988
25	527	4	885852248
308	1252	3	887741604
268	208	4	875309430
7	356	4	891351728
234	304	3	891033591
429	742	4	882386711
796	932	4	893219254
261	1025	5	890455190
537	259	1	886029116
137	118	5	881433179
22	554	1	878888066
234	673	4	892334189
880	992	4	892959014
719	185	4	877310932
655	1097	3	887426008
59	480	5	888204802
815	665	2	878698525
333	483	4	891045496
387	1537	4	886480681
57	826	2	883697990
342	866	1	875318585
466	96	5	890284819
747	228	4	888639736
707	1479	5	886287854
342	423	4	875319436
287	249	5	875334430
327	921	4	887748028
77	100	3	884732716
764	866	4	876244181
637	544	3	882903914
291	742	3	874805927
373	195	4	877098487
447	470	4	878856208
13	271	1	881514876
778	1035	1	890804607
933	934	1	874938412
912	659	5	875966202
654	24	4	887863651
29	306	4	882820730
389	173	3	880087003
864	91	5	888887172
555	21	4	879964265
417	265	3	879648026
495	1046	5	888636837
705	298	5	883426892
26	313	5	891386368
495	631	2	888632677
110	1182	2	886989566
181	1081	1	878962623
457	304	4	882392853
54	471	4	880937399
151	381	5	879528754
409	890	1	881105677
848	151	4	887043180
628	340	5	880777095
598	748	4	886711034
690	158	4	881177835
561	417	2	885809690
600	373	3	888452490
100	316	5	891375313
184	238	4	889909069
416	821	4	886317146
104	181	5	888465972
938	275	4	891356350
233	293	4	877660832
716	435	4	879795071
526	346	3	885681860
7	156	5	891351653
896	461	3	887159069
429	546	3	882387140
222	1188	3	881060281
363	751	1	891493772
453	94	4	877561956
831	713	5	891354970
536	132	4	882359962
834	475	5	890862311
918	430	1	891987205
274	117	4	878945264
773	174	3	888539962
727	229	2	883711476
85	482	4	879454304
487	230	5	884036466
627	1044	2	879530899
614	458	4	879464287
318	941	4	884497715
705	1228	2	883428258
18	747	3	880132225
886	451	3	876033965
85	606	4	886282959
493	176	5	884132197
200	225	4	876042299
363	151	4	891497076
234	243	1	891034107
411	168	5	892845604
913	117	1	882544673
387	474	5	886480163
315	17	1	879821003
405	851	1	885549407
339	42	4	891033452
932	380	4	891250498
358	318	5	891271063
430	748	3	877225239
751	559	4	889298622
13	553	2	882399419
13	877	2	882140792
10	192	4	877891966
764	286	4	876232900
453	42	5	877554301
845	1238	2	885409374
585	1485	3	891283124
874	321	3	888632275
405	361	2	885549942
340	66	5	884990798
348	323	5	886522579
101	50	4	877135944
454	48	4	881960114
758	447	4	881977487
691	56	4	875543025
916	33	2	880845135
253	1404	3	891628651
280	239	3	891701344
896	9	4	887158266
642	411	5	885605834
128	227	2	879968946
436	313	5	887768521
130	90	4	875801920
730	117	3	880310300
128	133	5	879967248
892	515	5	886608380
638	679	3	876695259
405	92	1	885546287
943	111	4	875502192
436	763	4	887771042
551	655	5	892783142
551	423	1	892782975
843	179	4	879446774
297	89	4	875239125
218	294	2	881288574
921	284	4	879379943
5	441	1	875720830
758	420	3	882053499
551	62	5	892784524
138	185	4	879023853
42	1043	2	881108633
422	561	3	879744143
13	789	5	882140389
268	449	2	875744357
23	516	4	874787330
870	66	4	875680493
458	631	4	886397541
315	1084	4	879799423
197	665	4	891410124
343	1107	3	876406977
7	208	5	891352220
433	246	4	880585885
393	739	3	887746671
254	610	2	886472291
144	187	4	888105312
611	347	4	891636244
518	544	3	876823324
416	65	5	893212930
763	702	3	878917877
92	157	4	875653988
886	161	5	876033478
94	404	4	891721615
497	394	3	878759862
416	462	5	893212895
426	196	4	879444734
746	174	5	885075243
555	318	4	879975419
933	317	4	874853779
13	437	1	882397068
566	772	4	881650467
486	246	3	879874545
450	143	5	882394364
932	1035	4	891251869
533	58	4	888845150
393	566	3	887745717
374	685	4	880393307
840	512	5	891205371
826	68	3	885690677
826	161	3	885690677
655	1600	3	888474286
259	748	4	883371839
411	117	2	891035761
1	257	4	874965954
14	238	5	879119579
524	1065	1	884636646
232	197	4	888549563
450	202	4	882397223
447	13	5	878854630
244	135	4	880606442
207	1331	3	877995673
83	127	4	887665549
348	472	4	886523758
854	924	4	882812314
488	678	2	891293400
401	172	3	891032896
758	195	5	881975416
188	742	5	875073909
350	190	4	882346900
489	271	4	891448706
840	1639	4	891211447
655	30	5	888474646
286	652	4	877531899
169	308	3	891268776
599	756	5	880952037
378	1180	3	880334269
94	428	5	891725332
160	604	4	876859778
75	678	3	884049758
43	91	3	883956260
35	243	2	875459046
539	163	4	879788572
385	1160	2	879440211
497	63	3	879362985
62	252	3	879373272
543	212	4	875659175
900	1298	2	877833923
916	1101	4	880844419
450	94	4	882468239
530	178	5	883787080
56	168	2	892679209
622	742	3	882590420
18	716	5	880131676
100	346	3	891375630
924	849	3	886760052
820	895	2	887955046
106	194	5	881450758
773	382	3	888538829
753	294	5	891399737
11	194	4	891904920
875	22	3	876465072
582	50	5	882961082
625	134	4	891263665
109	576	3	880580663
114	200	3	881260409
805	321	3	881705292
312	419	3	891699182
505	187	1	889333676
7	72	5	891353977
454	479	4	881959991
903	528	4	892760784
815	432	5	878694952
151	137	5	879528754
290	402	4	880474422
521	208	3	885253562
499	127	4	885598312
738	211	3	892958137
710	271	3	882063367
472	96	5	875980823
103	69	3	880420585
3	335	1	889237269
413	14	5	879969513
453	226	3	877561214
145	347	3	891509921
373	485	4	877098751
437	660	4	880141441
217	720	3	889070011
727	729	2	883711720
203	148	3	880434755
483	257	2	878952519
639	88	3	891239638
837	289	5	875721539
881	289	1	876535544
460	19	5	882912418
693	162	3	875482912
660	946	2	891201696
592	320	5	882955735
145	298	1	885557579
109	810	3	880583410
46	286	5	883611352
487	652	5	883530374
379	193	4	880524783
532	926	3	888630146
514	152	4	875318163
827	333	3	892157242
524	318	4	884635287
897	117	3	879993210
552	988	3	879220650
99	255	3	888469419
655	1319	3	887426373
524	554	4	884636746
493	274	5	884131480
907	100	5	880158712
389	50	5	879915780
642	403	4	886454812
339	12	5	891032659
286	174	4	877531537
683	270	3	893283049
178	223	4	882827433
551	1169	4	892778297
291	571	2	875086608
508	1	5	883777430
205	268	2	888284618
830	176	3	891561673
436	708	3	887770457
927	125	4	879177298
207	805	3	882081278
130	281	4	876250850
421	466	4	892241459
124	7	4	890287645
374	31	5	880396659
99	174	5	885679705
496	1444	1	876066465
548	288	3	891042794
398	603	4	875721548
511	300	4	890004658
521	125	3	884476020
354	605	3	891218271
758	391	3	881980386
104	1226	3	888465347
8	187	4	879362123
763	194	5	878918406
738	930	3	875351956
21	440	1	874951798
925	218	4	884717862
537	173	4	886030682
71	65	5	885016961
508	172	5	883767157
823	1267	4	878438780
42	405	4	881105541
5	153	5	875636375
234	417	3	892336119
694	69	5	875727715
518	370	4	876823963
249	409	4	879640452
749	144	5	878847835
306	319	4	876503793
351	286	5	879481386
244	652	5	880606533
757	405	4	888444583
735	124	5	876698643
486	117	3	879874939
145	939	4	875272050
482	876	3	887644023
730	258	5	880309940
599	763	5	880952316
308	219	3	887738717
257	381	5	880496690
339	136	5	891033898
896	226	3	887160270
521	659	4	885253376
264	504	5	886122577
531	908	1	887048836
755	269	5	882569604
911	427	3	892838538
639	451	4	891239529
456	423	3	881374586
383	135	5	891193042
724	322	1	883757784
618	496	4	891307619
634	985	4	877017790
416	123	4	876697205
807	250	4	893084375
538	240	2	877109422
551	288	4	892775466
451	874	4	879012684
135	33	3	879857930
782	260	2	891498079
504	5	4	887912462
416	874	1	876696853
456	325	3	881372687
374	135	4	882159077
61	310	4	891206194
353	328	2	891402259
500	1315	4	883865463
3	330	2	889237297
664	194	4	876525998
624	1067	4	879793330
587	342	1	892871503
805	725	3	881705672
840	209	4	891204418
320	71	3	884751439
798	832	4	875637822
723	168	5	880498912
934	506	4	891193331
655	1103	3	887428417
398	69	5	875659191
749	501	4	878847209
459	216	3	879566321
503	739	1	880383490
727	1446	3	883712123
151	939	4	879524514
92	735	3	875656121
938	1028	5	891356679
466	269	2	890282759
295	43	4	879518107
125	384	3	892838591
894	30	4	882404250
896	257	4	887235105
343	63	4	876406062
870	127	5	875050602
843	252	3	879445114
893	172	5	874829883
532	181	5	889235367
883	347	4	891691559
749	245	4	878846423
303	1011	2	879484282
119	252	3	874780832
561	1524	4	885809897
452	7	5	885816915
922	69	3	891453106
325	71	3	891478981
75	220	1	884050705
453	100	5	877552612
130	398	3	878537516
795	173	4	880567884
690	66	3	881177581
617	558	3	883789425
60	225	3	883327976
13	692	4	882141659
223	155	5	891550952
559	261	3	891035378
151	642	3	879524713
168	845	4	884287668
694	584	4	875727877
371	181	3	877486953
156	77	2	888185906
610	735	3	888703360
887	470	3	881380773
498	182	4	881955596
434	406	3	886725027
416	36	2	878879809
185	276	4	883524475
899	194	5	884121125
268	169	5	875309829
387	202	3	886482695
437	683	2	881001121
243	26	3	879988459
405	12	5	885545306
655	739	4	891585450
674	245	4	887762430
864	73	5	888888994
838	274	4	887064388
83	300	3	889050543
97	1	4	884238911
932	529	4	891251153
848	176	4	887037980
59	183	5	888204802
247	251	4	893081395
682	357	3	888516979
745	96	4	880123399
11	716	3	891905058
88	750	2	891037276
867	252	2	880078179
758	340	3	880672345
435	21	4	884134134
653	840	4	878854737
22	53	3	878888107
883	461	5	891717988
307	99	4	879283449
721	332	4	877137358
942	131	5	891283094
749	151	5	878846783
296	222	5	884196640
318	423	5	884495561
244	845	3	880606634
730	815	3	880310490
727	840	2	883709884
461	304	4	885355805
463	892	2	889936774
318	158	5	884498709
330	204	5	876546839
882	98	5	879865750
279	1498	4	891208884
606	468	4	880923989
489	991	3	891445439
649	24	4	891440460
851	238	5	875731330
846	588	4	883949380
271	529	4	885848475
311	449	3	884365823
405	196	1	885546112
1	59	5	876892817
191	328	3	891562090
399	72	4	882350323
834	246	4	890863023
95	498	3	879197445
213	831	4	878871062
897	616	5	879990877
214	705	4	891544414
3	181	4	889237482
94	1073	5	891720540
547	332	3	891282681
690	284	4	881178442
10	32	4	877886661
320	288	4	884748277
892	203	5	886609390
525	127	3	881085647
85	697	3	879829471
177	527	4	880130898
548	164	5	891044446
387	229	2	886483195
264	451	4	886123531
848	234	4	887037861
6	183	4	883601311
7	216	4	891350900
758	452	3	882054468
796	496	5	892662223
551	31	4	892783451
342	125	2	875318585
59	418	2	888205188
64	153	3	889739243
500	763	3	883865589
541	139	3	884047204
